Name,EduScore,Hospital
"Bruce P Capehart, MD",1,Duke University Hospital
"Scott A Strine, DO",0,Duke Regional Hospital
"Julian P. Yang, MD",1,Duke University Hospital
"Andrew Robert Spector, MD",2,Duke Raleigh Hospital
"Sherry Ross, MD",1,Moses H. Cone Memorial Hospital
"Sherry Ross, MD",1,Moses H. Cone Memorial Hospital
"Susan Steele, MD",0,WakeMed Raleigh Campus
"John Kirkpatrick, MD",0,Durham Veterans Affairs Medical Center
"Jennifer G Vick, MD",0,University of North Carolina Hospitals
"Scott A Strine, DO",0,Duke Regional Hospital
"Julian P. Yang, MD",1,Duke University Hospital
"Andrew Robert Spector, MD",2,Duke Raleigh Hospital
"Douglas G Kelling Jr., MD",0,Carolinas Medical Center
Eric Andrew Reyer,3,Duke University Hospital
"Franklin Lee Tolbert, MD",0,Wake Forest Baptist Medical Center
"Dan Blazer, MD",3,Duke University Hospital
"Bertram J Stemmler, MD",1,West Valley Medical Center
"Kevin W Carroll, MD",0,Old Vineyard Behavioral Health Services
"Scott Cousins, MD",2,Duke Regional Hospital
"Piers Barker, MD",2,Cape Fear Valley Medical Center
"Ashley L Sherwood, MD",0,George Washington University Hospital
"Stephen Telloni, MD",1,Duke Raleigh Hospital
"James A. Heinsimer, MD",0,Duke University Hospital
"Eric Postel, MD",0,Duke Regional Hospital
"Thomas Zander Hayward III, MD",2,Indiana University Health University Hospital
"Christopher Willett, MD",0,Duke Regional Hospital
"Nicole A Larrier, MD",3,Duke Regional Hospital
"Thomas Charles Hogue, MD",0,Holy Cross Hospital
"Harbax Tina Kaur Singh, MD",0,Duke University Hospital
"Maria E Arias, MD",0,Durham Veterans Affairs Medical Center
"Michael I Seider, MD",0,Durham Veterans Affairs Medical Center
"Kathleen Anne Havlin, MD",2,Johnston Health
"Robert K. Lark, MD",1,WakeMed Raleigh Campus
"Jennifer L. Garst, MD",0,Duke University Hospital
"Kenneth A. Fath, MD",1,Moses H. Cone Memorial Hospital
"Alison Weidner, MD",3,Duke Regional Hospital
"Usha P Reddy, MD",0,Duke University Hospital
"Srobona Tublu Chatterjee, MD",0,Chippenham Hospital
"Salvatore C Lettieri, MD",2,Duke University Hospital
"David A Turner, MD",2,Carolinas Medical Center-University
"John P Barletta, MD",3,St Joseph's Healthcare
"Julia Song, MD",2,Long Beach Memorial Medical Center
"Pratap Challa, MD",0,Durham Veterans Affairs Medical Center
"David Butterly, MD",3,Durham Veterans Affairs Medical Center
"Eileen Margolies Raynor, MD",1,UNC REX Healthcare
"David H Harpole, MD",1,Southeastern Health
"Dana J Wallace, MD",3,Duke University Hospital
"Daniel B. Haithcock, MD",2,"Medical Center, Navicent Health"
"Susan R. Andersen, MD",0,Carolinas Medical Center
"Craig Ray Rackley, MD",0,Duke University Hospital
"Russell Pritchett Hall III, MD",0,Fayetteville Veterans Affairs Medical Center
"Robin R Vann, MD",0,Duke Regional Hospital
"Joseph Kamel Salama, MD",2,Duke Regional Hospital
"Michelle Lorraine Rivera, MD",0,Old Vineyard Behavioral Health Services
"Xiang Wang, MD",0,Duke Raleigh Hospital
"Charles Gerardo, MD",0,Duke Regional Hospital
"John T Soper, MD",3,Duke University Hospital
"David R Theil, MD",0,Parker Adventist Hospital
"Mahfuzul Haque, MD",0,Duke Regional Hospital
"Charles Carroll Thomas II, MD",1,Haywood Regional Medical Center
"Janet K. Horton, MD",0,Duke Regional Hospital
"Gayle Ackerman DiLalla, MD",0,Duke University Hospital
"Lawrence B Marks, MD",1,University of North Carolina Hospitals
"Allan Friedman, MD",0,Duke Regional Hospital
"Shelley R McDonald, DO",0,Durham Veterans Affairs Medical Center
"Hilary N Hawkins, MD",1,Duke Regional Hospital
"Gerald Anthony Maccioli, MD",0,WakeMed Raleigh Campus
"Phillip Price Shadduck, MD",2,Duke University Hospital
"Richard L. Boortz-Marx, MD",2,Duke University Hospital
"Sabino Zani Jr., MD",3,Duke University Hospital
"Karen Mann, MD",0,Duke University Hospital
"John Kirkpatrick, MD",0,Durham Veterans Affairs Medical Center
"Susan Steele, MD",0,WakeMed Raleigh Campus
"Joshua Ryan Dooley, MD",2,Duke University Hospital
"Scott A Strine, DO",0,Duke Regional Hospital
"Julian P. Yang, MD",1,Duke University Hospital
"Andrew Robert Spector, MD",2,Duke Raleigh Hospital
"Sherry Ross, MD",1,Moses H. Cone Memorial Hospital
"Muhammad Arida, MD",0,Duke University Hospital
"Dan Blazer, MD",3,Duke University Hospital
Eric Andrew Reyer,3,Duke University Hospital
"David M Brizel, MD",2,Duke Regional Hospital
"Mitchell Heflin, MD",1,Duke Regional Hospital
"Noah Sylvan Kalman, MD",3,Duke Regional Hospital
"Julia Lunsford, MD",1,University of North Carolina Hospitals
"Donna E (Kozee) Sharpe, MD",2,Duke University Hospital
"Eric Bryan England, MD",0,University of Cincinnati Medical Center
"Peter Mannon, MD",0,Birmingham Veterans Affairs Medical Center
"Lawrence Liao, MD",3,Duke University Hospital
"David Ranney, MD",2,Duke Regional Hospital
"Christopher Mark Nieman, MD",1,Duke University Hospital
"Junzo Paul Chino, MD",0,Durham Veterans Affairs Medical Center
"John T McElveen Jr., MD",1,WakeMed Raleigh Campus
"Sherman W Reeves, MD",3,Duke University Hospital
"Christopher James Hostler, MD",3,Durham Veterans Affairs Medical Center
"Erika A. Steinbacher, MD",1,Duke University Hospital
"Roger Lee Seagle Sr., MD",0,McDowell Hospital
"Andrew J Lodge, MD",3,Southeastern Health
"Roger Lee Seagle Sr., MD",0,McDowell Hospital
"Mark E. Leithe, MD",1,Duke University Hospital
"Eric Michael Janis, MD",3,UNC REX Healthcare
"Stephen N Lang, MD",0,Granville Health System
"John T McElveen Jr., MD",1,WakeMed Raleigh Campus
"Robert E Lins, MD",2,Duke University Hospital
"Susanna Naggie, MD",3,Durham Veterans Affairs Medical Center
"Andrew J Lodge, MD",3,Southeastern Health
"Mark E. Leithe, MD",1,Duke University Hospital
"Stephen N Lang, MD",0,Granville Health System
"Alison P Toth, MD",3,Duke Regional Hospital
"Douglas B Macha, MD",0,Duke University Hospital
"David M. Steinberg, MD",0,Duke Regional Hospital
"Ellen L Jones, MD",1,University of North Carolina Hospitals
"Howard Levinson, MD",0,Duke Regional Hospital
"Thomas Holland, MD",0,Durham Veterans Affairs Medical Center
"Henry Tseng, MD",3,Duke Regional Hospital
"Kush Singh, MD",0,Southern Regional Medical Center
"Paul S. Jowell, MD",0,Duke University Hospital
"Victor F Tapson, MD",0,Duke Regional Hospital
"Alison P Toth, MD",3,Duke Regional Hospital
"James Rene Herlong, MD",3,Carolinas Healthcare System Union
"Ellen L Jones, MD",1,University of North Carolina Hospitals
"Carol J Ziel, MD",0,Novant Health Medical Park Hospital
"George Edward Adcock III, MD",0,Carolinas Medical Center
"Michael Camitta, MD",0,Johnston Health
"Julian Mcclees Aldridge III, MD",0,North Carolina Specialty Hospital
"Donald Serafin, MD",3,Duke Regional Hospital
"Douglas B Macha, MD",0,Duke University Hospital
"David M. Steinberg, MD",0,Duke Regional Hospital
"Linda M Sutton, MD",0,Duke University Hospital
"Michael Fierro, MD",0,Duke University Hospital
"Francis Roosevelt Gilliam III, MD",3,University of North Carolina Hospitals
"Edward Buckley, MD",3,Duke Regional Hospital
"Shahid Mehdi Nimjee, MD",3,The Ohio State University Wexner Medical Center
"Calhoun D Cunningham III, MD",0,UNC REX Healthcare
"Georgiy Vladimirovich Brusovanik, MD",0,Aventura Hospital and Medical Center
"Carmelo Graffagnino, MD",0,Duke Regional Hospital
"Timothy Jude Scialla, MD",3,Duke University Hospital
"Molly M Walsh, MD",0,Duke Regional Hospital
"Rebecca A Burbridge, MD",0,Duke University Hospital
"Julian Mcclees Aldridge III, MD",0,North Carolina Specialty Hospital
"Amy Nicole Broach, MD",0,Duke Regional Hospital
"David Andrew Tendler, MD",3,Duke University Hospital
"Jason Aaron Liss, MD",3,Duke Regional Hospital
"Thomas Kirby Barefoot, MD",0,Duke University Hospital
"Bridget Fey Koontz, MD",0,Duke Regional Hospital
"Jesse Layden Tucker, MD",0,Duke Regional Hospital
"Brenda E Armstrong, MD",0,Halifax Regional Medical Center
"David Judson Browning, MD",3,Duke University Hospital
"David M Brizel, MD",2,Duke Regional Hospital
"Mitchell Heflin, MD",1,Duke Regional Hospital
"William Samuel Yancy Jr., MD",3,Durham Veterans Affairs Medical Center
"Jillian Crouchley, MD",0,UNC REX Healthcare
"William Samuel Yancy Jr., MD",3,Durham Veterans Affairs Medical Center
"Albert S. Chang, MD",3,WakeMed Raleigh Campus
"Alvin Roy Cabrera, MD",3,Duke Regional Hospital
"Mark Anders Crissman, MD",0,Moses H. Cone Memorial Hospital
"Lawrence Liao, MD",3,Duke University Hospital
"David Ranney, MD",2,Duke Regional Hospital
"Christopher Mark Nieman, MD",1,Duke University Hospital
"Susanna Naggie, MD",3,Durham Veterans Affairs Medical Center
"Robert E Lins, MD",2,Duke University Hospital
"Grant Edward Garrigues, MD",0,Duke Regional Hospital
"Alan Carlson, MD",3,Duke Regional Hospital
"Brian E Brigman, MD",1,Duke Regional Hospital
"Patrick H. Pun, MD",2,Durham Veterans Affairs Medical Center
"Brian D Lewis, MD",0,Duke University Hospital
"Dean Curtis Taylor, MD",3,Duke Regional Hospital
"Michael Justin Feiler, MD",0,Duke Regional Hospital
"Parag Dinesh Gandhi, MD",2,Duke University Hospital
"Carol Filomena, MD",0,Duke Raleigh Hospital
"Jaspal Singh, MD",0,Carolinas Medical Center-University
"Joseph Michael Falsone, MD",0,WakeMed Cary Hospital
"Kush Singh, MD",0,Southern Regional Medical Center
"Grace J. Kim, MD",0,Duke Regional Hospital
"Howard Levinson, MD",0,Duke Regional Hospital
"Brian Stuart Coan, MD",3,North Carolina Specialty Hospital
"Kathleen E Lambert, MD",0,DeKalb Medical at North Decatur
"Leon Herndon, MD",1,Duke Regional Hospital
"Victor F Tapson, MD",0,Duke Regional Hospital
"Michael A. Riel, DO",0,Carilion Roanoke Memorial Hospital
"Francis Roosevelt Gilliam III, MD",3,University of North Carolina Hospitals
"James George Benonis, MD",0,Novant Health Brunswick Medical Center
"Seth Morris Cohen, MD",1,Durham Veterans Affairs Medical Center
"Rebecca A Burbridge, MD",0,Duke University Hospital
"Alison P Toth, MD",3,Duke Regional Hospital
"James Rene Herlong, MD",3,Carolinas Healthcare System Union
"Ellen L Jones, MD",1,University of North Carolina Hospitals
"Carol J Ziel, MD",0,Novant Health Medical Park Hospital
"John R Feussner, MD",0,MUSC Medical Center of Medical University of South Carolina
"Christopher Roy Watters, MD",2,Duke University Hospital
"Paul M Kuperman, MD",0,Lake City Community Hospital
"Francis Roosevelt Gilliam III, MD",3,University of North Carolina Hospitals
"Shivanand P Lad, MD",0,Duke Regional Hospital
"Saurabh Ranjan Sinha, MD",2,Duke Raleigh Hospital
"Robert M Tighe, MD",0,Durham Veterans Affairs Medical Center
"Edward Buckley, MD",3,Duke Regional Hospital
"Michael A Evans, MD",0,Vidant Medical Center
"Haresh Tharwani, MD",3,Duke University Hospital
"Carmelo Graffagnino, MD",0,Duke Regional Hospital
"Carmelo A Milano, MD",3,Southeastern Health
"Jin Soo Yoo, MD",1,UNC REX Healthcare
"Timothy Jude Scialla, MD",3,Duke University Hospital
"Molly M Walsh, MD",0,Duke Regional Hospital
"Jin Soo Yoo, MD",1,UNC REX Healthcare
"Carmelo A Milano, MD",3,Southeastern Health
"David Andrew Tendler, MD",3,Duke University Hospital
"Sabina M. Lee, MD",0,Michael E. DeBakey Veterans Affairs Medical Center
"Amy Nicole Broach, MD",0,Duke Regional Hospital
"Thomas Kirby Barefoot, MD",0,Duke University Hospital
"Deanna M Boyette, MD",0,Vidant Chowan Hospital
"Henry Alexander Leder, MD",3,University of Maryland St. Joseph Medical Center
"Alvin F Wells, MD",0,Wheaton Franciscan Healthcare - St. Joseph's
"Andrea T (Kiss) Szabo, MD",0,Novant Health Medical Park Hospital
"Daniel Stephen Thomas, MD",0,Athens Regional Medical Center
"Duane Webb, MD",0,Legacy Salmon Creek Medical Center
"Carmelo Gullotto, MD",3,Duke University Hospital
"Luna (Chen) Ragsdale, MD",0,Duke Regional Hospital
"Mark Vincent, MD",0,Duke University Hospital
"Albert Sidney Whiting Jr., MD",0,Duke University Hospital
"Tommy K. Earnhardt, PA",0,Carolinas Medical Center
"Antonio F. Williams, PA",0,North Carolina Specialty Hospital
"Hita Desai Abrams, PA",0,Duke Regional Hospital
"Richard O Salmony, PA",0,Duke Regional Hospital
"Luke A Neilans, MD",0,Carolinas Medical Center-University
"Antonio F. Williams, PA",0,North Carolina Specialty Hospital
"Tenaja S. Gay, PA",0,Kaiser Permanente Oakland Medical Center
"Luke A Neilans, MD",0,Carolinas Medical Center-University
"Franc A. Barada Jr., MD",1,North Carolina Specialty Hospital
"James Hall, MD",0,Beaufort Memorial Hospital
"James Hall, MD",0,Beaufort Memorial Hospital
"Vance Fowler, MD",1,Durham Veterans Affairs Medical Center
"Gloria Garver, PA",0,Durham Veterans Affairs Medical Center
"William R Berry, MD",3,Harnett Health System
"Earl S Ransom Jr., MD",0,Duke University Hospital
"Paul R Conkling, MD",1,Sentara Norfolk General Hospital
"Andre C Grant, MD",0,WakeMed Raleigh Campus
"Eugene Eunsuk Lee, MD",0,Duke University Hospital
"Lori J. Seymour, PA",0,Duke University Hospital
"Keith W Harper, MD",0,Frye Regional Medical Center
"David K. Wallace, MD",2,Duke Regional Hospital
"Patrick E Kavanaugh, MD",0,Duke Regional Hospital
"Alexandra Denise (Floyd) Bentley, MD",0,Duke University Hospital
"Laura Jean Havrilesky, MD",3,Duke Regional Hospital
"Gina Vaccaro, MD",0,OHSU Hospital
"Sanjay G Asrani, MD",0,Duke Regional Hospital
"Anil Potti, MD",0,RiverView Health
"Dennis Jacokes, MD",1,Duke Regional Hospital
"Donald D Glower Jr., MD",3,Southeastern Health
"Charles W. Rhodes, MD",0,Carolinas Medical Center
"Lindsay A Wylie, MD",3,OhioHealth Riverside Methodist Hospital
"Louise Dysart Metz, MD",1,Northside Hospital
"Thomas A Steffens, MD",0,Carolinas Medical Center
"Terry Kim, MD",3,Duke Regional Hospital
"Jeffrey Mark Conrad, MD",0,Duke University Hospital
"William Patrick Springhart, MD",0,Patewood Memorial Hospital
"James D Crapo, MD",1,Duke University Hospital
"Andrew Joseph Velazquez, MD",0,Duke University Hospital
"Michael Jason Richard, MD",0,Duke Regional Hospital
"John D Buckwalter, MD",1,Duke University Hospital
"Frederick J Carpenter, MD",0,Duke University Hospital
"Cathy Thomas, MD",1,Duke University Hospital
"Mark Lawrence Moody, MD",0,Park Ridge Health
"Sheila Ellen Ryan, MD",0,Person Memorial Hospital
"Calvin Harrison Mitchell, MD",3,Durham Veterans Affairs Medical Center
"Erica B Sudyk, PA",0,Durham Veterans Affairs Medical Center
"Robert R. Koch Jr., MD",2,St. Anthony's Hospital
"Keith W Harper, MD",0,Frye Regional Medical Center
"David K. Wallace, MD",2,Duke Regional Hospital
"Melanie D Hoover, MD",0,Ouachita County Medical Center
"Samir R Dalvi, MD",2,University of Alabama at Birmingham Hospital
"Priscilla Tu, DO",0,Carilion Roanoke Memorial Hospital
"Rajendra H Mehta, MD",0,Henry Ford Allegiance Health
"William Patrick Springhart, MD",0,Patewood Memorial Hospital
"James D Crapo, MD",1,Duke University Hospital
"Anil Potti, MD",0,RiverView Health
"Jeffrey Mark Conrad, MD",0,Duke University Hospital
"Jorge Obando, MD",0,Duke Raleigh Hospital
"Lawrence E Crawford, MD",1,Danville Regional Medical Center
"Charles Davant III, MD",1,Duke University Hospital
"Andrew Joseph Velazquez, MD",0,Duke University Hospital
"Michael Jason Richard, MD",0,Duke Regional Hospital
"Fawn Leigh, MD",3,Duke University Hospital
"Mark Lawrence Moody, MD",0,Park Ridge Health
"Robert R. Koch Jr., MD",2,St. Anthony's Hospital
"Calvin Harrison Mitchell, MD",3,Durham Veterans Affairs Medical Center
"Sheila Ellen Ryan, MD",0,Person Memorial Hospital
"Aretha Wiggs-Grimes, DO",0,Hampton Veterans Affairs Medical Center
"Timothy Joseph Mihalovich, MD",0,Duke University Hospital
Gale Adcock,0,Duke University Hospital
"Scott Gibson, PA",0,Womack Army Medical Center
"Dawn M. Garwood, PA",0,Margaret R. Pardee Memorial Hospital
"Nicole Nilmeier Grant, MD",3,VA Palo Alto Health Care System
"Elizabeth Innes Deans, MD",1,Duke University Hospital
"David Martin Murdoch, MD",0,Duke Regional Hospital
"Emanuela Ft Veras, MD",0,Johns Hopkins Bayview Medical Center
"Jorge Alberto (Ramirez-Gonzalez) Ramirez, MD",0,Providence Medford Medical Center
"Rufus M. Herring Jr., MD",0,Duke University Hospital
"Richard Sabulsky, PA",0,Southeastern Health
"Vincent Michael Chiodo, MD",0,WakeMed Raleigh Campus
"Delores Lorraine Johnson, MD",0,Duke University Hospital
"Sarah Christine Ruff, MD",0,UNC REX Healthcare
"Alexander Paraschos, MD",0,Moses H. Cone Memorial Hospital
"Niall J Buckley, MD",0,Duke University Hospital
"Nancy Jean Crowley, MD",3,Duke University Hospital
"Anthony M. Salerno, DO",3,LewisGale Hospital Pulaski
"Maha A. Elkordy, MD",1,Duke University Hospital
"Michael Sieracki, PA",0,Vidant Edgecombe Hospital
"Patrick J Codd, MD",0,Duke University Hospital
"Robert Julian Jacobson, MD",0,Jupiter Medical Center
"Qin Zhang, MD",0,Duke University Hospital
"John David Hewitt, MD",3,Duke University Hospital
"Gary Price Miller, MD",0,Duke University Hospital
"John David Hewitt, MD",3,Duke University Hospital
"John F Heath, MD",0,Duke University Hospital
"William T Adamson, MD",3,Duke University Hospital
"Radhika Shah, MD",0,Durham Veterans Affairs Medical Center
"Michael David Stadiem, MD",3,Duke University Hospital
"Daniel Jay Stackhouse, MD",1,Carolinas HealthCare System NorthEast
"Glenn Jaffe, MD",3,Duke Regional Hospital
"Paul Andrew Haugan, MD",0,Duke University Hospital
"Charles Steenbergen Jr., MD",3,Johns Hopkins Bayview Medical Center
"Scott Gibson, PA",0,Womack Army Medical Center
"Dawn M. Garwood, PA",0,Margaret R. Pardee Memorial Hospital
"Nicole Nilmeier Grant, MD",3,VA Palo Alto Health Care System
"Elizabeth Innes Deans, MD",1,Duke University Hospital
"Wenlan Zhang, MD",3,Duke Regional Hospital
"Jorge Alberto (Ramirez-Gonzalez) Ramirez, MD",0,Providence Medford Medical Center
"Rufus M. Herring Jr., MD",0,Duke University Hospital
"Richard Sabulsky, PA",0,Southeastern Health
"Eugene Friedman, MD",2,Durham Veterans Affairs Medical Center
"Jason Christoph Williams, MD",3,Duke Regional Hospital
"Delores Lorraine Johnson, MD",0,Duke University Hospital
"Alexander Paraschos, MD",0,Moses H. Cone Memorial Hospital
"David Martin Murdoch, MD",0,Duke Regional Hospital
"Yolanda Oglesby Johnson, MD",2,Duke University Hospital
"Emanuela Ft Veras, MD",0,Johns Hopkins Bayview Medical Center
"Maureen Ross, MD",0,Inova Fair Oaks Hospital
"Rekha Natwar Mody, MD",2,Euclid Hospital
"Richard Henry Gross, MD",0,Nash Health Care Systems
"Paul Allen Kurz, MD",1,Dayton Veterans Affairs Medical Center
"Nikhil Sudhakar Wagle, MD",0,UnityPoint Health - Trinity Bettendorf
